speed,volume,weather,time_of_day,congestion_level,location,day_of_week,is_weekend,holiday,special_event,speed_volume,road_status,road_type,Is_Peak_Hour
54,217.6,cloudy,01:40:00,low,Kirtipur,Friday,0,0,0,11750.4,,,
42,931.5,rainy,09:19:00,high,Lazimpat,Thursday,0,0,0,39123,,,
48,104.96,rainy,18:42:00,medium,Butwal,Wednesday,0,0,0,5038.08,,,
47,84.48,rainy,13:25:00,medium,Pokhara,Monday,0,0,0,3970.56,,,
52,156.672,cloudy,05:34:00,low,Tokha,Sunday,0,0,0,8146.944,,,
45,1437.75,cloudy,09:35:00,medium,Kuleshwor,Wednesday,0,0,0,64698.75,,,
51,61.952,foggy,16:25:00,medium,Pokhara,Wednesday,0,0,0,3159.552,,,
48,759.375,sunny,09:16:00,high,Bhaktapur,Saturday,1,0,0,36450,,,
61,209.088,rainy,18:01:00,high,Kathmandu,Saturday,1,0,0,12754.368,,,
44,240.128,sunny,12:46:00,low,Kuleshwor,Tuesday,0,0,0,10565.632,,,
43,241.152,sunny,20:44:00,low,Butwal,Thursday,0,0,0,10369.536,,,
49,151.552,cloudy,10:38:00,low,Kathmandu,Thursday,0,0,0,7426.048,,,
74,187.904,sunny,07:53:00,low,Pokhara,Wednesday,0,0,0,13904.896,,,
45,192.512,cloudy,00:45:00,low,New Road,Monday,0,0,0,8663.04,,,
54,89.6,rainy,03:51:00,medium,Balkumari,Tuesday,0,0,0,4838.4,,,
46,85.504,foggy,13:22:00,medium,Lalitpur,Sunday,0,0,0,3933.184,,,
49,315.648,rainy,07:48:00,high,Pokhara,Saturday,1,0,0,15466.752,,,
55,163.584,foggy,03:40:00,high,Godavari,Thursday,0,0,1,8997.12,,,
53,97.536,rainy,03:16:00,medium,Lalitpur,Wednesday,0,0,0,5169.408,,,
45,172.8,rainy,21:34:00,high,Butwal,Wednesday,0,0,1,7776,,,
59,206.848,rainy,16:47:00,medium,Tokha,Wednesday,0,0,0,12204.032,,,
39,92.928,cloudy,03:38:00,low,Durbar Marg,Monday,0,0,0,3624.192,,,
51,96.256,sunny,20:36:00,low,Butwal,Thursday,0,0,0,4909.056,,,
50,144.384,sunny,08:39:00,low,Tokha,Tuesday,0,0,0,7219.2,,,
33,83.712,rainy,18:51:00,medium,Godavari,Monday,0,0,0,2762.496,,,
56,458.496,foggy,01:39:00,medium,Boudha,Sunday,0,0,0,25675.776,,,
53,465.408,rainy,01:24:00,high,Kuleshwor,Saturday,1,0,0,24666.624,,,
49,84.48,cloudy,16:14:00,high,Durbar Marg,Saturday,1,0,0,4139.52,,,
47,374.016,foggy,10:03:00,medium,Lazimpat,Monday,0,0,0,17578.752,,,
51,763.776,rainy,14:46:00,high,Madhyapur Thimi,Wednesday,0,0,1,38952.576,,,
45,527.616,sunny,03:35:00,low,Madhyapur Thimi,Tuesday,0,0,0,23742.72,,,
48,142.08,foggy,21:14:00,medium,Madhyapur Thimi,Monday,0,0,0,6819.84,,,
50,992.25,cloudy,09:05:00,medium,Lazimpat,Sunday,0,0,0,49612.5,,,
59,116.736,sunny,11:39:00,high,Kirtipur,Wednesday,0,1,0,6887.424,,,
30,145.152,sunny,20:29:00,low,Godavari,Tuesday,0,0,0,4354.56,,,
49,192,rainy,19:32:00,medium,Kuleshwor,Tuesday,0,0,0,9408,,,
56,123.648,sunny,04:35:00,low,Durbar Marg,Thursday,0,0,0,6924.288,,,
41,67.072,foggy,15:26:00,medium,New Road,Monday,0,0,0,2749.952,,,
48,261.888,foggy,00:57:00,medium,Koteshwor,Friday,0,0,0,12570.624,,,
55,248.064,foggy,03:11:00,high,Kathmandu,Saturday,1,0,0,13643.52,,,
54,100.608,rainy,04:43:00,medium,Kuleshwor,Wednesday,0,0,0,5432.832,,,
48,214.528,rainy,22:44:00,medium,Lazimpat,Friday,0,0,0,10297.344,,,
41,187.904,sunny,01:17:00,low,Bhaktapur,Thursday,0,0,0,7704.064,,,
47,554.112,foggy,05:37:00,medium,Balkumari,Wednesday,0,0,0,26043.264,,,
42,208.384,rainy,06:43:00,medium,Madhyapur Thimi,Thursday,0,0,0,8752.128,,,
41,388.125,sunny,09:58:00,high,Lalitpur,Sunday,0,0,0,15913.125,,,
41,2379.375,cloudy,17:00:00,medium,Durbar Marg,Wednesday,0,0,0,97554.375,,,
52,81.92,rainy,06:10:00,medium,Godavari,Monday,0,0,0,4259.84,,,
50,1420.875,sunny,17:16:00,high,Balkumari,Thursday,0,0,0,71043.75,,,
34,73.216,sunny,18:46:00,low,Kuleshwor,Friday,0,0,0,2489.344,,,
50,302.592,foggy,15:19:00,high,New Road,Saturday,1,0,0,15129.6,,,
44,160.512,cloudy,20:09:00,low,Madhyapur Thimi,Wednesday,0,0,0,7062.528,,,
68,503.424,rainy,14:57:00,high,Godavari,Sunday,0,1,0,34232.832,,,
49,110.592,sunny,12:17:00,low,Kuleshwor,Wednesday,0,0,0,5419.008,,,
50,230.4,sunny,03:05:00,low,Durbar Marg,Tuesday,0,0,0,11520,,,
63,323.328,cloudy,08:42:00,high,Madhyapur Thimi,Saturday,1,0,0,20369.664,,,
49,308.736,rainy,06:55:00,medium,Koteshwor,Wednesday,0,0,0,15128.064,,,
50,1640.25,rainy,09:06:00,high,Godavari,Tuesday,0,0,0,82012.5,,,
49,242.688,foggy,23:15:00,medium,Bhaktapur,Monday,0,0,0,11891.712,,,
74,118.272,rainy,13:59:00,medium,Balkumari,Thursday,0,0,0,8752.128,,,
39,181.248,foggy,13:33:00,high,Koteshwor,Tuesday,0,0,1,7068.672,,,
50,271.872,rainy,14:30:00,medium,Balkumari,Friday,0,0,0,13593.6,,,
50,164.352,sunny,00:25:00,low,Balkumari,Thursday,0,0,0,8217.6,,,
54,123.392,cloudy,22:33:00,low,Madhyapur Thimi,Thursday,0,0,0,6663.168,,,
48,164.736,rainy,01:39:00,medium,Lalitpur,Monday,0,0,0,7907.328,,,
55,146.432,cloudy,03:39:00,low,New Road,Monday,0,0,0,8053.76,,,
40,71.68,foggy,14:37:00,medium,Pokhara,Wednesday,0,0,0,2867.2,,,
45,754.3125,cloudy,17:35:00,high,Lalitpur,Thursday,0,0,0,33944.0625,,,
46,207.36,rainy,19:17:00,medium,New Road,Monday,0,0,0,9538.56,,,
57,340.992,rainy,05:10:00,medium,Butwal,Thursday,0,0,0,19436.544,,,
48,448.128,rainy,19:49:00,high,Lalitpur,Tuesday,0,0,1,21510.144,,,
54,147.456,cloudy,18:48:00,low,Pokhara,Wednesday,0,0,0,7962.624,,,
50,79.36,foggy,03:57:00,medium,Boudha,Thursday,0,0,0,3968,,,
51,133.632,foggy,03:37:00,medium,Tokha,Friday,0,0,0,6815.232,,,
39,156.672,rainy,16:36:00,medium,Madhyapur Thimi,Monday,0,0,0,6110.208,,,
48,103.936,rainy,21:01:00,medium,New Road,Wednesday,0,0,0,4988.928,,,
47,109.056,foggy,18:51:00,medium,Kirtipur,Wednesday,0,0,0,5125.632,,,
40,120.832,rainy,08:15:00,medium,Butwal,Thursday,0,0,0,4833.28,,,
48,1650.375,foggy,17:33:00,high,Madhyapur Thimi,Sunday,0,0,0,79218,,,
57,176.256,sunny,22:54:00,high,Lazimpat,Friday,0,0,1,10046.592,,,
44,475.776,sunny,23:01:00,high,Boudha,Wednesday,0,0,1,20934.144,,,
53,56.832,foggy,23:27:00,medium,Godavari,Thursday,0,0,0,3012.096,,,
69,129.024,sunny,20:28:00,high,Boudha,Saturday,1,0,1,8902.656,,,
51,1994.625,foggy,17:59:00,high,Lalitpur,Sunday,0,0,1,101725.875,,,
57,200.448,rainy,23:10:00,medium,Kathmandu,Tuesday,0,0,0,11425.536,,,
39,388.224,foggy,13:32:00,high,Kathmandu,Saturday,1,0,0,15140.736,,,
53,205.824,rainy,03:15:00,medium,Bhaktapur,Monday,0,0,0,10908.672,,,
55,134.144,sunny,20:58:00,low,Madhyapur Thimi,Friday,0,0,0,7377.92,,,
55,133.632,foggy,21:46:00,medium,Kirtipur,Sunday,0,0,0,7349.76,,,
48,231.936,cloudy,05:43:00,low,Koteshwor,Tuesday,0,0,0,11132.928,,,
46,1756.6875,foggy,09:45:00,medium,Balkumari,Friday,0,0,0,80807.625,,,
54,779.625,sunny,09:15:00,medium,Durbar Marg,Sunday,0,0,0,42099.75,,,
58,195.584,foggy,00:52:00,medium,Balkumari,Thursday,0,0,0,11343.872,,,
42,99.328,cloudy,01:34:00,low,Balkumari,Friday,0,0,0,4171.776,,,
45,190.464,foggy,12:03:00,medium,Tokha,Thursday,0,0,0,8570.88,,,
54,190.464,cloudy,14:57:00,low,Kathmandu,Tuesday,0,0,0,10285.056,,,
51,184.32,cloudy,21:57:00,high,Pokhara,Saturday,1,1,0,9400.32,,,
48,202.24,foggy,01:45:00,medium,Tokha,Tuesday,0,0,0,9707.52,,,
47,311.808,sunny,23:42:00,low,Kirtipur,Tuesday,0,0,0,14654.976,,,
56,2085.75,sunny,09:32:00,high,Thamel,Saturday,1,0,0,116802,,,
50,232.96,foggy,11:21:00,medium,Lalitpur,Friday,0,0,0,11648,,,
50,2207.25,sunny,09:39:00,medium,Madhyapur Thimi,Wednesday,0,0,0,110362.5,,,
46,911.25,sunny,09:29:00,medium,Thamel,Monday,0,0,0,41917.5,,,
43,241.664,cloudy,06:44:00,low,Tokha,Thursday,0,0,0,10391.552,,,
60,380.16,sunny,08:43:00,high,Madhyapur Thimi,Saturday,1,0,0,22809.6,,,
52,213.504,rainy,13:44:00,medium,Lalitpur,Monday,0,0,0,11102.208,,,
47,340.224,sunny,10:12:00,high,Lalitpur,Thursday,0,0,1,15990.528,,,
52,173.056,rainy,22:08:00,medium,Kirtipur,Friday,0,0,0,8998.912,,,
44,134.656,foggy,20:23:00,medium,Madhyapur Thimi,Sunday,0,0,0,5924.864,,,
48,126.72,foggy,06:27:00,medium,Butwal,Sunday,0,0,0,6082.56,,,
40,215.04,cloudy,12:36:00,low,Durbar Marg,Monday,0,0,0,8601.6,,,
46,106.496,cloudy,01:38:00,low,Balkumari,Friday,0,0,0,4898.816,,,
52,130.56,rainy,20:03:00,medium,Boudha,Monday,0,0,0,6789.12,,,
58,224.256,foggy,01:01:00,medium,Lalitpur,Friday,0,0,0,13006.848,,,
48,140.8,rainy,23:34:00,medium,Bhaktapur,Thursday,0,0,0,6758.4,,,
45,232.704,cloudy,10:56:00,low,New Road,Friday,0,0,0,10471.68,,,
53,349.44,rainy,02:09:00,high,Lazimpat,Monday,0,0,1,18520.32,,,
48,132.48,cloudy,18:36:00,high,Durbar Marg,Saturday,1,0,0,6359.04,,,
44,76.8,rainy,20:31:00,high,Bhaktapur,Saturday,1,0,0,3379.2,,,
54,139.264,rainy,22:45:00,medium,Lalitpur,Tuesday,0,0,0,7520.256,,,
51,235.008,foggy,18:29:00,medium,Balkumari,Monday,0,0,0,11985.408,,,
45,350.976,foggy,15:28:00,medium,Butwal,Friday,0,0,0,15793.92,,,
47,236.544,foggy,04:14:00,medium,Boudha,Wednesday,0,0,0,11117.568,,,
50,242.688,cloudy,03:00:00,low,Balkumari,Wednesday,0,0,0,12134.4,,,
49,155.648,foggy,08:56:00,medium,Thamel,Sunday,0,0,0,7626.752,,,
49,149.76,foggy,06:32:00,medium,Pokhara,Thursday,0,0,0,7338.24,,,
51,121.344,sunny,11:14:00,low,Lazimpat,Wednesday,0,0,0,6188.544,,,
44,934.875,rainy,09:20:00,high,Koteshwor,Thursday,0,0,0,41134.5,,,
50,348.672,rainy,20:33:00,medium,Pokhara,Monday,0,0,0,17433.6,,,
42,135.168,sunny,02:07:00,low,Thamel,Monday,0,0,0,5677.056,,,
55,143.616,cloudy,14:21:00,low,Madhyapur Thimi,Tuesday,0,0,0,7898.88,,,
49,109.056,cloudy,23:29:00,low,Kirtipur,Tuesday,0,0,0,5343.744,,,
50,160.768,rainy,05:28:00,medium,Lazimpat,Tuesday,0,0,0,8038.4,,,
49,172.032,sunny,12:05:00,low,Thamel,Monday,0,0,0,8429.568,,,
43,129.536,rainy,20:49:00,medium,Lalitpur,Wednesday,0,0,0,5570.048,,,
31,299.52,sunny,12:17:00,low,Lazimpat,Sunday,0,0,0,9285.12,,,
56,317.184,foggy,01:13:00,medium,Godavari,Thursday,0,0,0,17762.304,,,
47,958.5,rainy,09:20:00,high,Tokha,Monday,0,0,0,45049.5,,,
47,371.712,rainy,01:56:00,high,Lalitpur,Saturday,1,0,0,17470.464,,,
45,123.904,sunny,10:48:00,low,Durbar Marg,Friday,0,0,0,5575.68,,,
40,423.936,foggy,07:18:00,high,Pokhara,Saturday,1,0,0,16957.44,,,
52,155.648,rainy,11:32:00,medium,Tokha,Sunday,0,0,0,8093.696,,,
52,215.808,foggy,07:50:00,medium,Kirtipur,Wednesday,0,0,0,11222.016,,,
41,3212.15625,rainy,09:29:00,high,New Road,Saturday,1,0,0,131698.40625,,,
54,78.848,cloudy,20:03:00,low,Pokhara,Tuesday,0,0,0,4257.792,,,
53,120.832,sunny,13:50:00,low,Butwal,Thursday,0,0,0,6404.096,,,
51,108.032,rainy,10:17:00,medium,Tokha,Wednesday,0,0,0,5509.632,,,
53,323.712,rainy,22:16:00,medium,Madhyapur Thimi,Thursday,0,0,0,17156.736,,,
56,156.672,rainy,06:52:00,medium,New Road,Sunday,0,0,0,8773.632,,,
46,160.256,cloudy,16:23:00,low,Butwal,Wednesday,0,0,0,7371.776,,,
40,188.416,foggy,21:46:00,medium,Madhyapur Thimi,Wednesday,0,0,0,7536.64,,,
56,115.968,cloudy,03:48:00,low,Thamel,Thursday,0,0,0,6494.208,,,
51,98.816,cloudy,19:14:00,low,Pokhara,Tuesday,0,0,0,5039.616,,,
60,233.472,sunny,16:02:00,low,Pokhara,Monday,0,0,0,14008.32,,,
49,235.008,foggy,04:56:00,medium,Lazimpat,Wednesday,0,0,0,11515.392,,,
49,665.28,cloudy,03:19:00,high,Butwal,Saturday,1,0,0,32598.72,,,
44,139.776,rainy,12:14:00,medium,Boudha,Thursday,0,0,0,6150.144,,,
48,312.576,cloudy,13:23:00,low,Pokhara,Friday,0,0,0,15003.648,,,
38,81.92,sunny,00:31:00,low,Kathmandu,Thursday,0,0,0,3112.96,,,
42,1174.5,sunny,09:02:00,high,Kathmandu,Monday,0,0,0,49329,,,
41,2141.4375,rainy,09:29:00,high,Kathmandu,Saturday,1,0,0,87798.9375,,,
47,143.36,foggy,00:03:00,medium,Balkumari,Wednesday,0,0,0,6737.92,,,
51,54.272,cloudy,06:48:00,low,Balkumari,Friday,0,0,0,2767.872,,,
52,133.12,cloudy,12:11:00,low,Balkumari,Sunday,0,0,0,6922.24,,,
51,166.656,foggy,00:54:00,medium,New Road,Monday,0,0,0,8499.456,,,
58,159.232,foggy,12:51:00,medium,Lalitpur,Thursday,0,0,0,9235.456,,,
51,218.624,cloudy,10:31:00,low,Boudha,Sunday,0,0,0,11149.824,,,
50,193.536,rainy,03:01:00,medium,Lalitpur,Thursday,0,0,0,9676.8,,,
47,189.696,cloudy,22:24:00,low,Balkumari,Wednesday,0,0,0,8915.712,,,
55,57.344,cloudy,03:31:00,low,Koteshwor,Friday,0,0,0,3153.92,,,
53,196.992,cloudy,22:57:00,high,Tokha,Saturday,1,0,0,10440.576,,,
48,297.984,sunny,23:55:00,low,Bhaktapur,Monday,0,0,0,14303.232,,,
48,182.784,cloudy,13:41:00,low,Balkumari,Friday,0,0,0,8773.632,,,
54,185.856,sunny,06:01:00,low,Madhyapur Thimi,Wednesday,0,0,0,10036.224,,,
44,250.88,foggy,22:28:00,medium,Kirtipur,Tuesday,0,0,0,11038.72,,,
42,179.712,rainy,07:53:00,medium,Lazimpat,Sunday,0,0,0,7547.904,,,
48,109.056,sunny,03:50:00,high,New Road,Monday,0,0,1,5234.688,,,
43,300.672,cloudy,18:12:00,high,Bhaktapur,Saturday,1,0,0,12928.896,,,
50,292.608,foggy,02:16:00,high,Lazimpat,Sunday,0,0,1,14630.4,,,
47,215.808,cloudy,13:03:00,low,Kuleshwor,Sunday,0,0,0,10142.976,,,
49,99.84,cloudy,08:27:00,low,Lazimpat,Sunday,0,0,0,4892.16,,,
52,263.424,foggy,21:56:00,medium,Kuleshwor,Wednesday,0,0,0,13698.048,,,
49,342.528,cloudy,14:32:00,high,Butwal,Saturday,1,0,0,16783.872,,,
53,210.432,rainy,10:04:00,high,Boudha,Saturday,1,0,0,11152.896,,,
54,186.88,sunny,20:33:00,low,Tokha,Tuesday,0,0,0,10091.52,,,
55,101.376,cloudy,20:07:00,high,Kuleshwor,Wednesday,0,1,0,5575.68,,,
35,196.608,sunny,08:12:00,low,Balkumari,Wednesday,0,0,0,6881.28,,,
55,284.928,sunny,07:47:00,high,Durbar Marg,Friday,0,0,1,15671.04,,,
46,235.008,cloudy,19:08:00,low,Kuleshwor,Friday,0,0,0,10810.368,,,
54,221.184,cloudy,18:48:00,high,Koteshwor,Saturday,1,0,0,11943.936,,,
52,275.712,cloudy,08:12:00,low,Koteshwor,Friday,0,0,0,14337.024,,,
72,88.064,cloudy,07:29:00,low,Boudha,Tuesday,0,0,0,6340.608,,,
39,359.424,rainy,00:41:00,high,Kirtipur,Saturday,1,0,0,14017.536,,,
47,196.992,foggy,07:26:00,medium,Godavari,Wednesday,0,0,0,9258.624,,,
54,258.816,sunny,14:43:00,high,Butwal,Saturday,1,0,0,13976.064,,,
45,227.84,foggy,00:06:00,medium,Madhyapur Thimi,Sunday,0,0,0,10252.8,,,
61,107.52,sunny,20:06:00,low,Koteshwor,Wednesday,0,0,0,6558.72,,,
47,108.032,rainy,12:47:00,medium,Lalitpur,Friday,0,0,0,5077.504,,,
44,347.904,rainy,14:59:00,high,Godavari,Saturday,1,0,0,15307.776,,,
52,171.008,sunny,04:42:00,low,Lazimpat,Tuesday,0,0,0,8892.416,,,
51,266.496,foggy,06:38:00,high,Bhaktapur,Saturday,1,0,0,13591.296,,,
51,1086.75,foggy,17:55:00,high,Godavari,Tuesday,0,0,0,55424.25,,,
42,167.424,cloudy,19:32:00,low,Durbar Marg,Tuesday,0,0,0,7031.808,,,
45,266.496,rainy,03:35:00,medium,Boudha,Wednesday,0,0,0,11992.32,,,
51,1360.125,foggy,17:52:00,high,Durbar Marg,Tuesday,0,0,0,69366.375,,,
53,311.04,sunny,16:42:00,high,Kuleshwor,Thursday,0,1,0,16485.12,,,
51,292.608,sunny,16:29:00,low,Bhaktapur,Friday,0,0,0,14923.008,,,
49,151.296,sunny,16:17:00,high,Boudha,Saturday,1,0,0,7413.504,,,
48,141.312,sunny,03:45:00,low,Kirtipur,Monday,0,0,0,6782.976,,,
49,171.264,foggy,14:42:00,medium,Pokhara,Friday,0,0,0,8391.936,,,
57,556.875,cloudy,17:02:00,medium,Durbar Marg,Tuesday,0,0,0,31741.875,,,
51,232.96,sunny,06:37:00,low,Thamel,Sunday,0,0,0,11880.96,,,
54,364.8,cloudy,11:23:00,low,Bhaktapur,Tuesday,0,0,0,19699.2,,,
57,132.608,cloudy,07:01:00,low,Koteshwor,Monday,0,0,0,7558.656,,,
51,1393.875,cloudy,17:05:00,high,Lalitpur,Friday,0,0,0,71087.625,,,
52,115.712,cloudy,10:59:00,low,Balkumari,Friday,0,0,0,6017.024,,,
31,219.136,sunny,19:40:00,low,Boudha,Wednesday,0,0,0,6793.216,,,
63,281.088,sunny,15:24:00,low,New Road,Friday,0,0,0,17708.544,,,
55,241.152,sunny,07:50:00,low,Kuleshwor,Friday,0,0,0,13263.36,,,
55,185.856,cloudy,14:52:00,low,Godavari,Sunday,0,0,0,10222.08,,,
55,3132.421875,rainy,09:00:00,high,Godavari,Thursday,0,1,0,172283.203125,,,
37,79.104,rainy,05:06:00,medium,Kathmandu,Friday,0,0,0,2926.848,,,
45,203.264,cloudy,02:12:00,low,New Road,Tuesday,0,0,0,9146.88,,,
48,370.944,rainy,07:34:00,medium,Madhyapur Thimi,Sunday,0,0,0,17805.312,,,
47,506.88,cloudy,01:14:00,high,Durbar Marg,Saturday,1,0,0,23823.36,,,
46,338.688,sunny,15:25:00,high,Balkumari,Saturday,1,0,0,15579.648,,,
49,133.632,sunny,01:40:00,low,Tokha,Tuesday,0,0,0,6547.968,,,
43,194.048,sunny,22:38:00,low,Lazimpat,Friday,0,0,0,8344.064,,,
47,109.056,foggy,18:51:00,medium,Tokha,Tuesday,0,0,0,5125.632,,,
54,66.56,sunny,12:21:00,low,Lalitpur,Thursday,0,0,0,3594.24,,,
47,292.608,rainy,01:07:00,high,Godavari,Saturday,1,0,0,13752.576,,,
58,177.408,cloudy,22:42:00,low,Butwal,Monday,0,0,0,10289.664,,,
55,264.192,rainy,21:45:00,high,Lalitpur,Saturday,1,0,0,14530.56,,,
45,160.128,foggy,03:35:00,high,Kirtipur,Saturday,1,0,0,7205.76,,,
52,363.264,cloudy,03:48:00,low,Kathmandu,Friday,0,0,0,18889.728,,,
42,112.896,cloudy,01:06:00,low,Kuleshwor,Sunday,0,0,0,4741.632,,,
45,360.192,foggy,03:55:00,medium,Tokha,Sunday,0,0,0,16208.64,,,
53,174.336,rainy,23:46:00,medium,Kirtipur,Tuesday,0,0,0,9239.808,,,
46,90.112,cloudy,04:42:00,low,Balkumari,Wednesday,0,0,0,4145.152,,,
50,157.696,rainy,14:28:00,medium,Tokha,Wednesday,0,0,0,7884.8,,,
54,3462.75,rainy,09:24:00,high,Pokhara,Saturday,1,0,0,186988.5,,,
55,278.784,cloudy,05:23:00,low,Lalitpur,Tuesday,0,0,0,15333.12,,,
50,3713.34375,rainy,09:48:00,medium,Balkumari,Sunday,0,0,0,185667.1875,,,
51,734.0625,sunny,09:15:00,high,Balkumari,Tuesday,0,0,0,37437.1875,,,
51,366.336,rainy,23:59:00,high,Pokhara,Saturday,1,0,0,18683.136,,,
49,407.808,cloudy,08:58:00,high,Kathmandu,Saturday,1,0,0,19982.592,,,
49,364.032,cloudy,14:13:00,low,Thamel,Sunday,0,0,0,17837.568,,,
49,215.04,foggy,04:33:00,medium,Koteshwor,Sunday,0,0,0,10536.96,,,
47,125.184,rainy,21:45:00,medium,Kathmandu,Tuesday,0,0,0,5883.648,,,
50,540.864,foggy,12:57:00,high,Tokha,Saturday,1,0,0,27043.2,,,
51,148.224,cloudy,03:01:00,low,Kuleshwor,Thursday,0,0,0,7559.424,,,
50,227.328,rainy,18:12:00,medium,Kuleshwor,Tuesday,0,0,0,11366.4,,,
41,122.368,cloudy,15:38:00,low,Thamel,Wednesday,0,0,0,5017.088,,,
46,317.184,foggy,13:57:00,medium,Kathmandu,Friday,0,0,0,14590.464,,,
49,326.016,sunny,21:25:00,low,Tokha,Tuesday,0,0,0,15974.784,,,
49,104.96,foggy,16:04:00,medium,Kirtipur,Friday,0,0,0,5143.04,,,
46,296.448,rainy,16:30:00,medium,Pokhara,Wednesday,0,0,0,13636.608,,,
43,203.264,foggy,13:50:00,medium,Kuleshwor,Monday,0,0,0,8740.352,,,
56,102.912,cloudy,15:25:00,low,Kuleshwor,Wednesday,0,0,0,5763.072,,,
40,838.08,foggy,01:54:00,high,Bhaktapur,Saturday,1,0,0,33523.2,,,
46,144.384,cloudy,16:36:00,low,Boudha,Sunday,0,0,0,6641.664,,,
60,192,foggy,16:37:00,medium,Durbar Marg,Tuesday,0,0,0,11520,,,
57,81.92,sunny,01:41:00,low,Thamel,Sunday,0,0,0,4669.44,,,
51,349.44,sunny,06:37:00,low,Bhaktapur,Tuesday,0,0,0,17821.44,,,
58,164.352,sunny,10:46:00,low,Thamel,Thursday,0,0,0,9532.416,,,
53,1209.9375,sunny,09:47:00,high,Kirtipur,Sunday,0,1,1,64126.6875,,,
46,213.504,rainy,23:36:00,medium,Tokha,Tuesday,0,0,0,9821.184,,,
47,1231.875,rainy,17:41:00,high,Lazimpat,Monday,0,0,0,57898.125,,,
50,252.416,foggy,07:02:00,medium,Pokhara,Thursday,0,0,0,12620.8,,,
57,66.048,foggy,08:05:00,medium,New Road,Wednesday,0,0,0,3764.736,,,
48,365.568,cloudy,00:48:00,low,Durbar Marg,Wednesday,0,0,0,17547.264,,,
49,356.352,foggy,05:06:00,high,New Road,Saturday,1,0,0,17461.248,,,
49,209.408,rainy,15:47:00,medium,Lalitpur,Friday,0,0,0,10260.992,,,
53,506.88,rainy,04:21:00,high,Kuleshwor,Saturday,1,0,0,26864.64,,,
48,316.8,sunny,01:40:00,low,Bhaktapur,Tuesday,0,0,0,15206.4,,,
54,181.248,sunny,21:54:00,low,Butwal,Tuesday,0,0,0,9787.392,,,
49,240.64,cloudy,04:18:00,low,Tokha,Friday,0,0,0,11791.36,,,
47,188.416,foggy,08:55:00,medium,Pokhara,Sunday,0,0,0,8855.552,,,
54,123.904,sunny,06:01:00,low,Lazimpat,Monday,0,0,0,6690.816,,,
44,245.76,rainy,16:48:00,medium,Kirtipur,Tuesday,0,0,0,10813.44,,,
32,75.776,sunny,12:19:00,low,Balkumari,Wednesday,0,0,0,2424.832,,,
55,354.375,cloudy,17:10:00,medium,Thamel,Sunday,0,0,0,19490.625,,,
36,278.784,rainy,02:55:00,medium,Balkumari,Wednesday,0,0,0,10036.224,,,
48,180.736,cloudy,11:31:00,low,Madhyapur Thimi,Wednesday,0,0,0,8675.328,,,
44,113.664,sunny,14:53:00,low,Lazimpat,Tuesday,0,0,0,5001.216,,,
49,465.408,sunny,18:35:00,low,Godavari,Sunday,0,0,0,22804.992,,,
54,67.072,rainy,04:43:00,medium,Thamel,Monday,0,0,0,3621.888,,,
56,177.408,foggy,11:16:00,medium,Pokhara,Sunday,0,0,0,9934.848,,,
48,97.28,sunny,10:54:00,low,Kuleshwor,Thursday,0,0,0,4669.44,,,
51,80.64,sunny,07:24:00,low,Butwal,Monday,0,0,0,4112.64,,,
47,83.968,sunny,19:45:00,low,Koteshwor,Wednesday,0,0,0,3946.496,,,
53,187.392,rainy,02:12:00,medium,Godavari,Monday,0,0,0,9931.776,,,
56,125.952,foggy,03:41:00,medium,Koteshwor,Tuesday,0,0,0,7053.312,,,
57,131.328,sunny,18:40:00,low,Lazimpat,Wednesday,0,0,0,7485.696,,,
51,232.704,rainy,03:00:00,medium,Lazimpat,Friday,0,0,0,11867.904,,,
57,182.016,sunny,01:40:00,high,Durbar Marg,Saturday,1,0,0,10374.912,,,
58,155.136,cloudy,00:56:00,low,Madhyapur Thimi,Friday,0,0,0,8997.888,,,
49,326.4,rainy,22:59:00,medium,New Road,Friday,0,0,0,15993.6,,,
52,204.288,sunny,16:17:00,low,Koteshwor,Sunday,0,0,0,10622.976,,,
56,143.36,rainy,16:38:00,medium,Godavari,Wednesday,0,0,0,8028.16,,,
53,139.008,sunny,13:58:00,high,Pokhara,Sunday,0,0,1,7367.424,,,
57,174.08,cloudy,11:46:00,low,Bhaktapur,Sunday,0,0,0,9922.56,,,
57,119.296,sunny,15:57:00,low,Kathmandu,Tuesday,0,0,0,6799.872,,,
44,187.392,rainy,22:37:00,medium,Thamel,Thursday,0,0,0,8245.248,,,
43,114.432,foggy,20:21:00,medium,Godavari,Tuesday,0,0,0,4920.576,,,
47,129.024,foggy,22:16:00,medium,Thamel,Thursday,0,0,0,6064.128,,,
43,244.224,foggy,00:18:00,high,Lazimpat,Thursday,0,1,0,10501.632,,,
53,266.112,rainy,16:47:00,medium,Bhaktapur,Friday,0,0,0,14103.936,,,
52,330.624,sunny,12:49:00,low,Kuleshwor,Wednesday,0,0,0,17192.448,,,
48,208.384,cloudy,13:23:00,low,Balkumari,Sunday,0,0,0,10002.432,,,
50,429.696,foggy,14:48:00,high,Kirtipur,Saturday,1,0,0,21484.8,,,
51,350.976,cloudy,04:36:00,low,Pokhara,Monday,0,0,0,17899.776,,,
50,123.648,rainy,16:45:00,medium,Butwal,Monday,0,0,0,6182.4,,,
45,1377,rainy,17:50:00,high,Pokhara,Wednesday,0,0,0,61965,,,
